treatment,timepoint,Material,description,Family,Family_rep_rel_abund,st_dev_Family_abund
UV,T6,PS,PS_UV_T6, Neisseriaceae,3.157654980904844e-4,4.2430413683660056e-4
no UV,T6,PET,PET_no UV_T6, Microbacteriaceae,0.001251793434824893,0.0017725772463740058
UV,T1,PP,PP_UV_T1, Family XI,0.001890551963865158,0.0015756067421074079
UV,T6,PS,PS_UV_T6, Sneathiellaceae,1.9256269256269254e-4,2.7562579827338635e-4
no UV,T6,PET,PET_no UV_T6, Amoebophilaceae,0.002293981403314908,0.0025502427702345488
no UV,T6,PET,PET_no UV_T6, Piscirickettsiaceae,0.0010026682576774555,0.0014237866108036891
no UV,T6,PET,PET_no UV_T6, S25-593,8.94943568836076e-4,0.0012872777944717717
no UV,T1,PP,PP_no UV_T1, Cryomorphaceae,0.006361935088535787,0.0042129397382130425
UV,T1,PS,PS_UV_T1, Arenicellaceae,0.0014846447695464327,0.001484890307424494
UV,T1,PS,PS_UV_T1, Corynebacteriaceae,0.0026525831227414013,0.001735157916967142
no UV,T6,PET,PET_no UV_T6, Enterobacteriaceae,0.005254884624457301,0.005417660453017859
no UV,T1,PET,PET_no UV_T1, Flavobacteriaceae,0.05459627377796117,0.06388950225884944
NA,NA,negative_c,negative_c_, Bacteriovoracaceae,0.0023396587590840943,0.0026496093721903578
no UV,T6,PP,PP_no UV_T6, Pseudohongiellaceae,5.918225206121138e-4,4.5039167191368216e-4
UV,T6,PET,PET_UV_T6, Blfdi19,8.741719064320093e-4,0.0012420292739296708
no UV,T6,PP,PP_no UV_T6, Terasakiellaceae,0.0039245062337720325,0.0026849210011920446
no UV,T6,Nylon,Nylon_no UV_T6, Rubritaleaceae,0.0032913585203504818,0.0012867030194572628
UV,T6,PS,PS_UV_T6, Amoebophilaceae,0.0010704317593668577,0.0011816901721633261
no UV,T1,PS,PS_no UV_T1, Xanthomonadaceae,0.010221872088076265,0.012041888771470876
NA,NA,negative_c,negative_c_, Terasakiellaceae,0.0012244996153312256,0.002091717969388866
UV,T6,PS,PS_UV_T6, Microtrichaceae,0.0016832720181470515,0.0011908399103930912
no UV,T6,PE,PE_no UV_T6, Balneolaceae,5.840713582833382e-4,8.276856372845228e-4
no UV,T6,Nylon,Nylon_no UV_T6, Enterobacteriaceae,0.0015276029502284253,9.352011199904528e-4
no UV,T1,PP,PP_no UV_T1, Pirellulaceae,0.003176124149544719,0.002682035325812021
UV,T6,PS,PS_UV_T6, Clostridiaceae 1,6.809243923117073e-4,6.725570770516322e-4
no UV,T6,Nylon,Nylon_no UV_T6, Pseudoalteromonadaceae,0.001777429901589088,0.0025147686837009354
UV,T6,PP,PP_UV_T6, Parvularculaceae,0.0012965727958970505,0.001627859440163266
UV,T6,PS,PS_UV_T6, Vibrionaceae,0.005875794718493536,0.0029370001485655908
UV,T1,PE,PE_UV_T1, Sphingomonadaceae,0.009797942638452106,0.006283444305689
no UV,T6,Nylon,Nylon_no UV_T6, Desulfobulbaceae,0.0016427924400841357,0.0023308891210257507
UV,T6,PS,PS_UV_T6, SS1-B-06-26,1.8037518037518038e-4,2.5797147977424037e-4
UV,T6,Nylon,Nylon_UV_T6, Rhodothermaceae,9.378886439907563e-4,0.0010721353154870353
UV,T6,PS,PS_UV_T6, Family XI,0.0010823254859994031,0.0011221173440755842
UV,T6,PE,PE_UV_T6, Chitinophagaceae,9.630620397454692e-4,7.605730375431182e-4
UV,T6,PE,PE_UV_T6, Halieaceae,0.015273555960499296,0.004590938844918549
no UV,T6,PS,PS_no UV_T6, Halieaceae,0.008029513323292417,0.0027670080970671894
no UV,T6,PET,PET_no UV_T6, Lentisphaeraceae,0.003404350971065567,0.003006382732791795
no UV,T6,PE,PE_no UV_T6, Cryomorphaceae,0.0016628251369203977,0.0012495533597520682
no UV,T6,PET,PET_no UV_T6, Spirochaetaceae,7.125593398234006e-4,0.0010249381607279205
no UV,T6,Nylon,Nylon_no UV_T6, Iamiaceae,8.96868298966971e-4,0.0012802730880169633
UV,T6,Nylon,Nylon_UV_T6, 37-13,6.387705990515041e-4,8.952680362756775e-4
UV,T6,Nylon,Nylon_UV_T6, Hyphomicrobiaceae,0.002694322404025851,0.001537068610721467
UV,T6,PP,PP_UV_T6, Alcanivoracaceae,0.0026751953574010974,0.0015802272624615074
UV,T6,PE,PE_UV_T6, Balneolaceae,0.0016485023773618413,9.20607091687101e-4
UV,T6,PE,PE_UV_T6, Fusobacteriaceae,0.0018297729006528278,7.574252892499294e-4
no UV,T6,Nylon,Nylon_no UV_T6, Terasakiellaceae,0.0036382221645302713,0.002867339275837003
UV,T6,PP,PP_UV_T6, Caldilineaceae,8.269457078337203e-4,0.0011743813278785589
no UV,T6,Nylon,Nylon_no UV_T6, Cyclobacteriaceae,0.002062797087624033,0.002917712875105598
UV,T6,PS,PS_UV_T6, Enterobacteriaceae,0.0019098488371507706,0.0018698110261712129
UV,T6,PP,PP_UV_T6, Chlamydiaceae,4.920932583223609e-4,7.381398874835415e-4
no UV,T1,PP,PP_no UV_T1, Cyanobiaceae,0.001727871714332643,0.002028969333457698
UV,T6,Nylon,Nylon_UV_T6, Terasakiellaceae,0.004072996009283615,0.0028870638504348042
no UV,T6,PP,PP_no UV_T6, DEV007,0.001604765274174378,0.0022710325970980555
no UV,T1,PS,PS_no UV_T1, Cyclobacteriaceae,0.006352608456107503,0.006233901404764978
no UV,T6,PET,PET_no UV_T6, Pedosphaeraceae,0.0018269398288496294,0.0013863027984003212
UV,T6,PP,PP_UV_T6, Terasakiellaceae,0.005144830222867733,0.0014019533733454531
UV,T6,PS,PS_UV_T6, Bifidobacteriaceae,6.96729817071363e-4,9.910368320388602e-4
UV,T1,Nylon,Nylon_UV_T1, Rhizobiaceae,0.0036380179966953564,0.0020733104586485467
NA,NA,negative_c,negative_c_, Cellvibrionaceae,5.732808704353204e-4,7.728407378427309e-4
no UV,T6,Nylon,Nylon_no UV_T6, Chroococcidiopsaceae,0.0012474622703813323,0.0017681649094830052
UV,T1,PE,PE_UV_T1, Bdellovibrionaceae,0.0015809919595266059,0.0015822247019825386
no UV,T6,PET,PET_no UV_T6, Kiloniellaceae,0.004148327162605729,0.0030294215696308052
UV,T1,PET,PET_UV_T1, Porphyromonadaceae,0.007772530499803227,0.011263466774389667
NA,NA,negative_c,negative_c_, Enterobacteriaceae,5.256325112542038e-4,4.991833389935079e-4
UV,T6,PS,PS_UV_T6, Nannocystaceae,1.828126828126828e-4,2.59295460964246e-4
UV,T6,PS,PS_UV_T6, Pasteurellaceae,4.0472491664344374e-4,5.575339199080273e-4
UV,T6,Nylon,Nylon_UV_T6, Dysgonomonadaceae,5.10133737763684e-4,7.392540184875351e-4
no UV,T6,PET,PET_no UV_T6, Rickettsiaceae,0.0017245453482572668,0.00197417980596984
no UV,T6,Nylon,Nylon_no UV_T6, Piscirickettsiaceae,0.0014839093673817154,0.0021071478754281134
UV,T6,Nylon,Nylon_UV_T6, Cryomorphaceae,0.003624598647325067,0.002956102602677923
UV,T6,PE,PE_UV_T6, Beijerinckiaceae,0.002745843892427566,0.0024619348469700837
no UV,T6,PP,PP_no UV_T6, Pseudoalteromonadaceae,0.0030369405188360064,0.0016342413190895185
UV,T6,Nylon,Nylon_UV_T6, Caulobacteraceae,0.0012663760079002077,0.0017480819013712143
no UV,T6,PS,PS_no UV_T6, Nocardiaceae,0.003584554520911099,0.003674040569256651
no UV,T6,PE,PE_no UV_T6, Fusobacteriaceae,8.343096613202797e-4,6.938957641733208e-4
UV,T6,Nylon,Nylon_UV_T6, Bacteriovoracaceae,0.006808927998791085,0.0030532486597855124
UV,T6,PE,PE_UV_T6, Bacteriovoracaceae,0.006207625510697786,0.0031817390057713012
no UV,T6,PS,PS_no UV_T6, Vibrionaceae,0.005770905994645309,0.004246608883674687
no UV,T6,PET,PET_no UV_T6, 0319-6G20,0.0013308643480189467,0.0016131659807584622
no UV,T1,PS,PS_no UV_T1, Family XI,0.008654116021062697,0.006148028780741458
NA,NA,negative_c,negative_c_, Pseudoalteromonadaceae,0.0017798283107688612,0.0017920149213595798
NA,NA,negative_c,negative_c_, Pirellulaceae,0.005506230131052398,0.006946746044579202
NA,NA,negative_c,negative_c_, Lachnospiraceae,1.4211684063964935e-4,2.472599024366485e-4
UV,T6,PS,PS_UV_T6, Kiloniellaceae,6.370530026820202e-4,3.984394337004985e-4
UV,T6,Nylon,Nylon_UV_T6, Phycisphaeraceae,0.0027716329217712986,6.285219513976701e-4
no UV,T6,PS,PS_no UV_T6, BIrii41,9.812654872121298e-4,0.00107811161562317
UV,T6,PET,PET_UV_T6, Desulfobulbaceae,7.899143732819361e-4,0.001120776291818364
no UV,T1,PET,PET_no UV_T1, Streptococcaceae,0.043361376546549604,0.04499778130143005
UV,T6,PP,PP_UV_T6, Halomonadaceae,9.965755966201244e-4,0.0014111951535566059
UV,T6,Nylon,Nylon_UV_T6, Halieaceae,0.008003991727081206,0.00268508121970174
no UV,T1,PS,PS_no UV_T1, Tenderiaceae,0.0012574966144321918,0.0018222857196794613
no UV,T1,PE,PE_no UV_T1, Hyphomonadaceae,0.0017842144284345581,7.225579591763524e-4
UV,T6,PP,PP_UV_T6, Thalassobaculaceae,9.97486334437218e-4,0.001420993336593236
no UV,T6,Nylon,Nylon_no UV_T6, Porphyromonadaceae,9.97958024350176e-4,0.0014461785707741294
no UV,T6,Nylon,Nylon_no UV_T6, AEGEAN-169 marine group,0.001182196428845593,0.0017004594083356171
no UV,T1,PS,PS_no UV_T1, Saprospiraceae,0.008948545861297539,0.012655824771295291
NA,NA,negative_c,negative_c_, Parvularculaceae,0.002305139174335547,0.003195589943343834
NA,NA,negative_c,negative_c_, Gemmataceae,1.3919235717606282e-4,2.3390504482158288e-4
UV,T6,PE,PE_UV_T6, Pseudoalteromonadaceae,0.0043281756810932236,0.0014930437370278438
no UV,T6,PE,PE_no UV_T6, Xanthobacteraceae,0.005014781428187428,0.0023773833241575383
UV,T6,PET,PET_UV_T6, Synechococcales Incertae Sedis,0.0029738144639089373,0.0027089609330067264
no UV,T6,Nylon,Nylon_no UV_T6, Streptococcaceae,0.0020379670116720872,0.0017095897243662689
no UV,T6,Nylon,Nylon_no UV_T6, Carnobacteriaceae,6.869716910534811e-4,7.861419315517428e-4
no UV,T6,Nylon,Nylon_no UV_T6, Pseudomonadaceae,0.0031709088390564927,0.001806170442004462
UV,T6,PP,PP_UV_T6, Chitinophagaceae,0.0016192425056577263,8.409105159618629e-4
NA,NA,negative_c,negative_c_, DEV007,9.594833474816886e-4,0.0011427542750449134
no UV,T6,PS,PS_no UV_T6, Leuconostocaceae,0.0011139170546178704,8.026261315112113e-4
no UV,T6,PET,PET_no UV_T6, Parvularculaceae,0.002394871399295734,0.0017447985428198892
UV,T1,PP,PP_UV_T1, Phycisphaeraceae,7.236027801580501e-4,0.0010237913870151242
UV,T6,PS,PS_UV_T6, Hyphomicrobiaceae,0.002617242924101825,0.002828160552877859
no UV,T1,PP,PP_no UV_T1, SAR116 clade,0.003711640584735217,0.00336171600229385
UV,T1,Nylon,Nylon_UV_T1, Family XI,0.00283212763622563,0.0024712797056296045
no UV,T1,PP,PP_no UV_T1, Planococcaceae,0.0011446780206351415,0.001635950020102301
NA,NA,negative_c,negative_c_, Ilumatobacteraceae,7.915199772775724e-4,9.751051065209402e-4
no UV,T6,Nylon,Nylon_no UV_T6, Dermabacteraceae,0.0010925486551052192,0.0015521044047516247
no UV,T6,PP,PP_no UV_T6, Pirellulaceae,0.003271758487714634,0.0030236104760336282
no UV,T1,PS,PS_no UV_T1, Microscillaceae,0.0013929193267556588,0.001990731331892271
no UV,T6,PET,PET_no UV_T6, Nitrosococcaceae,0.001295341142862324,0.0011348821834469322
no UV,T6,Nylon,Nylon_no UV_T6, Marinobacteraceae,0.0011328376338618378,0.0010315864097200887
no UV,T6,Nylon,Nylon_no UV_T6, Dermacoccaceae,4.3595353631655935e-4,6.194056914827681e-4
UV,T6,PE,PE_UV_T6, Reyranellaceae,5.878126836914639e-4,8.471282384045496e-4
no UV,T1,PP,PP_no UV_T1, ST-12K33,7.673647210257933e-4,0.0011120171274119327
UV,T6,PS,PS_UV_T6, Parvularculaceae,0.0018647666734468338,9.837057571446004e-4
UV,T1,PP,PP_UV_T1, Neisseriaceae,0.0018519527207364235,0.0026254058921098915
NA,NA,negative_c,negative_c_, Schleiferiaceae,6.651540975708646e-4,6.883697575479849e-4
no UV,T6,PS,PS_no UV_T6, Nitrosococcaceae,0.0015785239761624513,0.0018523430930576597
no UV,T6,Nylon,Nylon_no UV_T6, Schleiferiaceae,8.724082544496899e-4,0.001237213074858401
no UV,T6,PP,PP_no UV_T6, Balneolaceae,3.447958785589497e-4,3.128933618582448e-4
UV,T6,PP,PP_UV_T6, Cyanobiaceae,9.872191664954022e-4,0.0010361957105499274
UV,T6,PP,PP_UV_T6, Coxiellaceae,7.625588695126398e-4,5.597702904092958e-4
no UV,T6,PET,PET_no UV_T6, Blastocatellaceae,7.540728218896566e-4,0.0010697894356480409
UV,T6,PET,PET_UV_T6, Hymenobacteraceae,6.424636902693081e-4,9.176216923991572e-4
UV,T6,PET,PET_UV_T6, Cryomorphaceae,0.002903825542771481,0.0020813060681056416
no UV,T6,PS,PS_no UV_T6, Listeriaceae,8.154415856021797e-4,0.0011555596398891174
no UV,T6,PET,PET_no UV_T6, Oligoflexaceae,6.258967174124466e-4,8.922613922421627e-4
no UV,T1,Nylon,Nylon_no UV_T1, Neisseriaceae,9.843232384842916e-4,0.0013394370246616887
no UV,T6,PET,PET_no UV_T6, Acidaminococcaceae,6.712076766270571e-4,0.0010068115149405856
UV,T1,PET,PET_UV_T1, NS7 marine group,0.0019241754607498272,0.0027239817157695577
UV,T6,PE,PE_UV_T6, Sandaracinaceae,6.115117424816534e-4,7.72801490688359e-4
no UV,T1,PP,PP_no UV_T1, Halieaceae,0.012185048434238246,0.004129721907696577
no UV,T1,PET,PET_no UV_T1, Acidobacteriaceae (Subgroup 1),0.006356388709329887,0.011009588197216523
no UV,T1,PS,PS_no UV_T1, Phycisphaeraceae,0.002089378990133488,0.002956163620379957
no UV,T1,Nylon,Nylon_no UV_T1, Saprospiraceae,0.006240477432144473,0.005151358995281133
no UV,T1,Nylon,Nylon_no UV_T1, Vibrionaceae,0.0016312725422409793,0.0023074073011823404
UV,T6,PET,PET_UV_T6, Xanthobacteraceae,0.02728769039592148,0.016056927363233487
no UV,T6,PS,PS_no UV_T6, Microtrichaceae,0.0025202988462567203,0.0019500373769908545
no UV,T6,Nylon,Nylon_no UV_T6, Flammeovirgaceae,0.001157775440484635,0.0016396791213559806
no UV,T6,PP,PP_no UV_T6, Simkaniaceae,1.7578937119717362e-4,2.1303408697008157e-4
UV,T6,Nylon,Nylon_UV_T6, Fusobacteriaceae,3.6568213783403654e-4,5.183709035196781e-4
UV,T6,PET,PET_UV_T6, Lentisphaeraceae,0.003830996942153692,0.003444452698645025
UV,T6,PP,PP_UV_T6, Nitrincolaceae,0.001255412291733798,8.008256639648519e-4
UV,T1,PE,PE_UV_T1, Chitinophagaceae,0.011753075571177505,0.011781988469900678
no UV,T1,PP,PP_no UV_T1, Desulfobulbaceae,0.0011155724658253594,0.0010753015313469826
no UV,T1,PP,PP_no UV_T1, Rhizobiaceae,0.004383354692042097,0.001602535215759305
no UV,T1,PP,PP_no UV_T1, Rikenellaceae,8.663795237387989e-4,0.0012442428624488279
UV,T6,PET,PET_UV_T6, Halieaceae,0.019002275194410296,0.011192671997302726
UV,T1,Nylon,Nylon_UV_T1, Sphingobacteriaceae,0.0011660635303578607,0.0016772540100212473
NA,NA,negative_c,negative_c_, Methyloligellaceae,0.001228966449741733,0.0018890913692896653
UV,T6,PS,PS_UV_T6, Psychromonadaceae,2.6812526812526816e-4,3.8319905674093544e-4
no UV,T6,PE,PE_no UV_T6, Vibrionaceae,0.004073934932981717,0.0029655913515846473
UV,T6,Nylon,Nylon_UV_T6, Cyanobacteriaceae,0.0012250862783291653,4.6619556719183227e-4
no UV,T6,PET,PET_no UV_T6, Bacteroidetes BD2-2,9.278591068645989e-4,0.0012121070245493311
NA,NA,negative_c,negative_c_, A4b,3.769588943635931e-4,4.562674007511035e-4
no UV,T6,PP,PP_no UV_T6, Alteromonadaceae,0.002743843776768778,0.00241565033676074
no UV,T6,PS,PS_no UV_T6, Burkholderiaceae,0.007179758446560181,0.0032356716661277513
no UV,T6,Nylon,Nylon_no UV_T6, Blastocatellaceae,4.7289419400076653e-4,6.708864160540492e-4
UV,T6,Nylon,Nylon_UV_T6, Thermoanaerobaculaceae,0.0011703061231219827,0.0011066627220780946
UV,T6,Nylon,Nylon_UV_T6, Amoebophilaceae,0.002017992309178182,0.0013839460134226428
UV,T6,Nylon,Nylon_UV_T6, Bdellovibrionaceae,0.0027225699463804287,0.0010244238989275698
no UV,T6,PET,PET_no UV_T6, Alteromonadaceae,0.0056713352205300235,9.899621403365562e-4
UV,T6,PE,PE_UV_T6, Rhodothermaceae,4.644445895833789e-4,6.586559857142401e-4
no UV,T1,PET,PET_no UV_T1, Anaerolineaceae,0.008653513326410522,0.012501127007868039
no UV,T1,Nylon,Nylon_no UV_T1, Gemmatimonadaceae,0.001436717101423248,0.0021031384861280294
UV,T6,PET,PET_UV_T6, Nitrincolaceae,0.003533562521892272,0.0025065939588226837
UV,T6,PET,PET_UV_T6, Ilumatobacteraceae,0.0019345253768142325,0.0019585405098408617
UV,T6,PET,PET_UV_T6, Cyanobacteriaceae,0.001411313680263726,0.0019985870280002137
UV,T6,PS,PS_UV_T6, Acanthopleuribacteraceae,6.978946843688206e-4,9.974165681009238e-4
no UV,T1,PP,PP_no UV_T1, Vibrionaceae,0.021211061693050957,0.01322130368230736
UV,T1,PS,PS_UV_T1, Bacillaceae,0.0014262598628788765,0.0014315325605757626
UV,T6,PS,PS_UV_T6, Kordiimonadaceae,4.436254436254436e-4,6.312900734365622e-4
UV,T6,Nylon,Nylon_UV_T6, Thiohalorhabdaceae,0.0013340167055469752,7.848725877399748e-4
no UV,T6,PET,PET_no UV_T6, Coxiellaceae,5.970091766087951e-4,8.479298824678037e-4
no UV,T6,Nylon,Nylon_no UV_T6, Nannocystaceae,8.724082544496899e-4,0.0012373950045814427
UV,T6,PP,PP_UV_T6, Saccharospirillaceae,0.0011139779361594388,0.0010316074056990507
UV,T6,PP,PP_UV_T6, Desulfobulbaceae,7.809656981308218e-4,6.54141188683502e-4
UV,T6,PE,PE_UV_T6, Rubritaleaceae,0.00644561732288878,2.477057631300979e-4
no UV,T6,Nylon,Nylon_no UV_T6, Family XII,8.444260206039951e-4,0.001203349812712247
UV,T6,Nylon,Nylon_UV_T6, Spirochaetaceae,5.192360739262361e-4,7.468639267649463e-4
no UV,T6,PP,PP_no UV_T6, P3OB-42,3.231797626972523e-4,3.04341139793144e-4
no UV,T6,PP,PP_no UV_T6, Cellvibrionaceae,0.0013274716777131855,0.0010599386250630194
no UV,T1,Nylon,Nylon_no UV_T1, Microbacteriaceae,0.001077537826067436,0.001525826050415123
UV,T6,PET,PET_UV_T6, Chitinophagaceae,5.792705404067532e-4,8.205541264405489e-4
UV,T6,PET,PET_UV_T6, Bdellovibrionaceae,0.00425908037917896,0.0030341906456628886
NA,NA,negative_c,negative_c_, Kiloniellaceae,6.869432043800805e-4,7.291729325287281e-4
NA,NA,negative_c,negative_c_, Hymenobacteraceae,1.8218789470411195e-4,2.9234903848663924e-4
UV,T6,PS,PS_UV_T6, Sandaracinaceae,2.3887523887523886e-4,3.3888796886519636e-4
no UV,T6,PET,PET_no UV_T6, Schleiferiaceae,0.0016562190060760125,0.002348780858840895
no UV,T6,Nylon,Nylon_no UV_T6, A4b,4.5658749765591246e-4,6.478754277098676e-4
no UV,T6,PP,PP_no UV_T6, Amoebophilaceae,6.170185027229392e-4,5.164959629846085e-4
UV,T6,PET,PET_UV_T6, Spongiibacteraceae,0.013519994284760037,0.010834200022896243
UV,T6,PS,PS_UV_T6, Coxiellaceae,3.101754152750315e-4,4.4054097277452956e-4
UV,T6,PE,PE_UV_T6, Staphylococcaceae,8.555880049266798e-4,5.974509473047322e-4
UV,T6,PET,PET_UV_T6, Corynebacteriaceae,0.009940436680931168,0.012058196513720523
no UV,T1,PET,PET_no UV_T1, Xanthobacteraceae,0.028879598072397483,0.014902538778672321
no UV,T1,PP,PP_no UV_T1, Leptotrichiaceae,0.0016427041794819595,0.0014688687268945057
NA,NA,negative_c,negative_c_, Lentisphaeraceae,4.923534506923055e-4,7.536363490428639e-4
NA,NA,negative_c,negative_c_, Rubritaleaceae,0.0010934771250160993,0.0017839247657352264
NA,NA,negative_c,negative_c_, SS1-B-06-26,3.719921775359238e-4,6.497466576253732e-4
NA,NA,negative_c,negative_c_, Nocardioidaceae,1.3387818321126388e-4,2.323766614190657e-4
UV,T6,PP,PP_UV_T6, BIrii41,0.0012510660945121044,0.0013901959763919225
UV,T1,PP,PP_UV_T1, Pirellulaceae,0.0027325526040178996,0.0038656018197647363
UV,T1,PP,PP_UV_T1, Cellvibrionaceae,5.903075311815671e-4,8.3545407624681e-4
UV,T1,PET,PET_UV_T1, Rubritaleaceae,0.0015633925618592345,0.0022116449380838016
UV,T6,PE,PE_UV_T6, Moritellaceae,0.0010608333662238967,0.0012364560600172225
no UV,T1,PS,PS_no UV_T1, Listeriaceae,0.006888726801199449,0.009761992523118714
NA,NA,negative_c,negative_c_, Rubinisphaeraceae,9.190496352843793e-4,0.0011944819654898812
NA,NA,negative_c,negative_c_, Marinobacteraceae,6.277677619093983e-4,4.301279639479732e-4
no UV,T6,PP,PP_no UV_T6, Nannocystaceae,3.468512840434535e-4,4.919623857511075e-4
UV,T6,Nylon,Nylon_UV_T6, Cellvibrionaceae,0.0028750366229512653,0.0011190197360986661
UV,T1,PP,PP_UV_T1, Marinilabiliaceae,4.6653337141769016e-4,6.78905777022583e-4
UV,T1,PP,PP_UV_T1, SAR116 clade,0.001475768827953918,0.002091156626340828
no UV,T6,PET,PET_no UV_T6, Halomonadaceae,9.237906549222494e-4,6.805988155953161e-4
UV,T6,PP,PP_UV_T6, Actinomycetaceae,5.186928939073534e-4,7.361028909092838e-4
UV,T6,PP,PP_UV_T6, Bacillaceae,0.0011752252451131334,0.0014762371838470253
UV,T6,PS,PS_UV_T6, BD2-7,0.0023232778064566574,0.0021663348836578463
NA,NA,negative_c,negative_c_, Amoebophilaceae,5.350343135026375e-4,8.917773287251467e-4
UV,T6,PP,PP_UV_T6, Deltaproteobacteria bacterium SMP-3,0.001382939712817184,0.0012901479674980417
no UV,T6,PET,PET_no UV_T6, A4b,5.681216358051439e-4,8.061369390930388e-4
no UV,T6,PP,PP_no UV_T6, Coxiellaceae,2.682316596602707e-4,3.8096841482708715e-4
no UV,T6,PP,PP_no UV_T6, JG30-KF-AS9,2.1273545421331814e-4,3.082829614276927e-4
UV,T6,Nylon,Nylon_UV_T6, Vibrionaceae,0.004474596685149556,0.0025594804023707112
no UV,T1,Nylon,Nylon_no UV_T1, Cyclobacteriaceae,0.005366971519542816,0.0049790414641497265
UV,T6,PS,PS_UV_T6, Kiritimatiellaceae,3.212531086777111e-4,4.591282615067745e-4
UV,T1,PET,PET_UV_T1, Cryomorphaceae,0.002074501668620907,0.0029357384040478484
UV,T6,PE,PE_UV_T6, A4b,7.111807777995489e-4,0.0010091308959649795
no UV,T1,PP,PP_no UV_T1, Terasakiellaceae,0.004235283019109806,0.00165927587316241
no UV,T1,PP,PP_no UV_T1, Rhodobacteraceae,0.023505547487587194,0.007295802082026135
no UV,T6,Nylon,Nylon_no UV_T6, Woeseiaceae,0.002201656744951499,0.0026294506208740477
no UV,T1,PE,PE_no UV_T1, Phycisphaeraceae,0.008396798239367197,0.010039450065414601
NA,NA,negative_c,negative_c_, Halieaceae,0.0021053651227716085,0.003022112677854713
UV,T6,Nylon,Nylon_UV_T6, Sphingobacteriaceae,2.16002573647686e-4,3.106959212713781e-4
UV,T6,Nylon,Nylon_UV_T6, Actinomarinaceae,5.392524054891414e-4,7.137736688234299e-4
no UV,T6,PP,PP_no UV_T6, Limnotrichaceae,2.9366742049012395e-4,4.192081442882097e-4
no UV,T6,PP,PP_no UV_T6, Pedosphaeraceae,1.1561709468115116e-4,1.656447039072517e-4
no UV,T6,PP,PP_no UV_T6, Clade I,1.1792943657477418e-4,1.6962851100735734e-4
UV,T1,PET,PET_UV_T1, SAR116 clade,0.0015333273202850185,0.0021727167056435244
no UV,T6,Nylon,Nylon_no UV_T6, Microbacteriaceae,8.067177587913903e-4,0.0011423366696914196
no UV,T6,PS,PS_no UV_T6, Alteromonadaceae,0.002044936343463089,0.002128752402396783
UV,T1,PE,PE_UV_T1, Arenicellaceae,0.005438921950043036,0.0019243016593454613
UV,T1,Nylon,Nylon_UV_T1, Caldilineaceae,0.001145958986731001,0.0016274258682072134
UV,T1,PET,PET_UV_T1, Veillonellaceae,0.00611597429779248,0.008462201894472748
UV,T6,PP,PP_UV_T6, Ilumatobacteraceae,0.0012842624927029008,0.001370879720733526
no UV,T6,PP,PP_no UV_T6, Parvularculaceae,0.0011096158710365584,8.872174002397454e-4
no UV,T6,PP,PP_no UV_T6, 0319-6G20,1.6648861634085767e-4,2.3604729276371922e-4
no UV,T1,Nylon,Nylon_no UV_T1, Atopobiaceae,0.0012716873702120837,9.239258695893142e-4
no UV,T1,PE,PE_no UV_T1, Family XI,0.0010253739063261417,7.340622889310949e-4
UV,T6,PE,PE_UV_T6, Anaerolineaceae,3.6284733561201476e-4,5.241802324506094e-4
UV,T6,PE,PE_UV_T6, Thiotrichaceae,3.8730764126774305e-4,4.72154087946741e-4
UV,T6,PE,PE_UV_T6, Bdellovibrionaceae,0.0024149778016846653,0.0016880527201720045
no UV,T1,PP,PP_no UV_T1, DEV007,0.003286374977007658,0.0011443907489026366
UV,T1,PP,PP_UV_T1, Atopobiaceae,7.898033661964159e-4,0.0011360451884424101
NA,NA,negative_c,negative_c_, Pasteurellaceae,1.600470302489312e-4,2.453162479248032e-4
UV,T6,PS,PS_UV_T6, Clade I,1.0968760968760968e-4,1.5777355041858462e-4
UV,T6,PE,PE_UV_T6, Lentisphaeraceae,5.665479744356204e-4,4.053349390012048e-4
no UV,T6,PET,PET_no UV_T6, Desulfuromonadaceae,4.525714725905383e-4,6.624967996732972e-4
UV,T6,Nylon,Nylon_UV_T6, Xanthomonadaceae,0.001479254974660404,0.0010349997957539469
UV,T1,PP,PP_UV_T1, BIrii41,5.427020851185375e-4,7.70797725193315e-4
no UV,T6,PET,PET_no UV_T6, Caedibacteraceae,0.0014984355540764733,0.0010821249917663247
no UV,T1,PE,PE_no UV_T1, Actinomarinaceae,6.591889915438412e-4,9.45457849981784e-4
no UV,T1,PE,PE_no UV_T1, Lachnospiraceae,0.0013326466133610514,9.442417817920222e-4
UV,T6,PE,PE_UV_T6, Porticoccaceae,4.463071460940888e-4,5.328107236693411e-4
UV,T6,PE,PE_UV_T6, Cryomorphaceae,0.0021286154499977183,2.941092379148633e-4
UV,T6,PS,PS_UV_T6, Rhizobiales Incertae Sedis,8.619520495585283e-4,0.0011371720024629885
UV,T6,PET,PET_UV_T6, Pirellulaceae,0.008776220877207528,0.0062748366201913226
no UV,T1,PP,PP_no UV_T1, Burkholderiaceae,0.00500305167474097,0.0034103551127089697
no UV,T6,PET,PET_no UV_T6, Nocardioidaceae,8.634665538873617e-4,0.0012245903056724659
no UV,T6,PET,PET_no UV_T6, Chroococcidiopsaceae,0.0014611604020683868,0.0018898045298611531
no UV,T1,PS,PS_no UV_T1, Beijerinckiaceae,0.0073260863355496956,0.00881140217665738
NA,NA,negative_c,negative_c_, Coxiellaceae,1.910078021069284e-4,3.319007124948056e-4
NA,NA,negative_c,negative_c_, Spirosomaceae,2.4621539625267346e-4,2.938867565365448e-4
